,,,RESIDENTIAL,,,,COMMERCIAL,,,,INDUSTRIAL,,,,TRANSPORTATION,,,,OTHER,,,,TOTAL,,,
,,,Revenue,Sales,Customers,Price,Revenue,Sales,Customers,Price,Revenue,Sales,Customers,Price,Revenue,Sales,Customers,Price,Revenue,Sales,Customers,Price,Revenue,Sales,Customers,Price
Year,MONTH,Data Status,Thousand Dollars,Megawatthours,Count,Cents/kWh,Thousand Dollars,Megawatthours,Count,Cents/kWh,Thousand Dollars,Megawatthours,Count,Cents/kWh,Thousand Dollars,Megawatthours,Count,Cents/kWh,Thousand Dollars,Megawatthours,Count,Cents/kWh,Thousand Dollars,Megawatthours,Count,Cents/kWh
2014,2,Final,"15,337,976","128,475,358","127,760,935",11.94,"11,141,730","104,352,642","17,694,926",10.68,"5,369,841","75,413,264","810,164",7.12,"72,852","699,868",79,10.41,.,.,.,.,"31,922,399","308,941,133","146,266,104",10.33
2014,3,Final,"13,996,440","114,232,804","128,398,293",12.25,"11,390,207","106,967,887","17,795,435",10.65,"5,632,304","80,539,069","817,663",6.99,"67,646","648,428",79,10.43,.,.,.,.,"31,086,597","302,388,188","147,011,470",10.28
2014,4,Final,"11,365,387","92,289,715","128,347,095",12.31,"10,715,005","102,458,950","17,795,240",10.46,"5,450,558","80,505,327","829,796",6.77,"65,442","639,676",80,10.23,.,.,.,.,"27,596,392","275,893,667","146,972,211",10.00
2014,5,Final,"12,300,372","95,726,768","128,428,131",12.85,"11,555,416","109,665,549","17,834,341",10.54,"5,832,615","85,382,987","840,580",6.83,"64,938","645,565",84,10.06,.,.,.,.,"29,753,340","291,420,869","147,103,136",10.21
2014,6,Final,"15,336,707","118,049,037","128,562,601",12.99,"12,973,741","118,422,530","17,810,020",10.96,"6,335,214","85,711,096","838,886",7.39,"64,582","609,317",77,10.60,.,.,.,.,"34,710,244","322,791,980","147,211,584",10.75
2014,7,Final,"17,942,652","137,027,969","129,055,781",13.09,"14,013,815","125,434,147","17,937,858",11.17,"6,741,678","88,417,100","865,715",7.62,"68,838","644,768",78,10.68,.,.,.,.,"38,766,982","351,523,985","147,859,432",11.03
2014,8,Final,"17,708,103","135,829,797","128,924,140",13.04,"13,875,771","125,603,004","17,889,944",11.05,"6,747,965","89,808,408","856,377",7.51,"64,323","641,784",77,10.02,.,.,.,.,"38,396,161","351,882,992","147,670,538",10.91
2014,9,Final,"15,638,798","120,741,347","128,788,358",12.95,"13,399,364","120,048,813","17,922,008",11.16,"6,298,882","85,489,158","856,589",7.37,"69,196","627,803",78,11.02,.,.,.,.,"35,406,241","326,907,121","147,567,033",10.83
2014,10,Final,"12,352,418","98,037,682","129,521,707",12.60,"12,239,440","113,023,103","17,993,992",10.83,"6,007,322","84,994,167","860,902",7.07,"64,188","624,833",76,10.27,.,.,.,.,"30,663,368","296,679,784","148,376,677",10.34
2014,11,Final,"12,417,489","99,485,771","128,640,689",12.48,"10,967,315","104,245,469","17,827,317",10.52,"5,469,876","81,044,196","824,992",6.75,"64,978","637,146",76,10.20,.,.,.,.,"28,919,659","285,412,583","147,293,074",10.13
2014,12,Final,"14,706,536","120,800,620","129,655,750",12.17,"11,191,740","108,070,244","17,988,765",10.36,"5,372,128","80,122,518","843,760",6.70,"65,665","626,310",76,10.48,.,.,.,.,"31,336,069","309,619,693","148,488,351",10.12
2014,.,Final,"176,178,008","1,407,208,311","128,680,294",12.52,"145,253,154","1,352,158,263","17,853,836",10.74,"70,854,754","997,576,138","839,154",7.10,"810,494","7,757,555",79,10.45,.,.,.,.,"393,096,410","3,764,700,267","147,373,362",10.44
2015,1,Preliminary,"16,637,649","137,531,381","129,215,651",12.10,"11,387,333","110,940,534","17,890,834",10.26,"5,127,084","77,242,188","793,506",6.64,"71,158","670,118",75,10.62,.,.,.,.,"33,223,223","326,384,221","147,900,066",10.18
2015,2,Preliminary,"15,208,836","123,777,434","128,876,660",12.29,"11,180,982","105,513,978","17,822,307",10.60,"5,145,926","74,512,173","787,486",6.91,"75,504","701,819",74,10.76,.,.,.,.,"31,611,248","304,505,404","147,486,527",10.38
2015,3,Preliminary,"14,426,934","116,865,459","129,897,464",12.34,"11,334,704","107,786,388","17,944,082",10.52,"5,270,844","77,393,585","801,577",6.81,"69,423","681,723",75,10.18,.,.,.,.,"31,101,905","302,727,155","148,643,198",10.27
2015,4,Preliminary,"11,365,564","89,926,259","129,648,338",12.64,"10,734,965","103,972,719","17,935,819",10.32,"5,152,775","78,056,035","802,129",6.60,"61,271","622,831",75,9.84,.,.,.,.,"27,314,575","272,577,844","148,386,361",10.02
2015,5,Preliminary,"12,287,630","94,863,270","129,617,236",12.95,"11,390,216","109,127,166","17,668,429",10.44,"5,418,458","80,737,936","806,924",6.71,"60,410","610,855",76,9.89,.,.,.,.,"29,156,715","285,339,227","148,092,665",10.22
2015,6,Preliminary,"15,511,034","119,925,785","129,872,422",12.93,"12,878,350","119,112,172","18,012,136",10.81,"5,947,471","83,772,401","827,850",7.10,"62,495","611,782",76,10.22,.,.,.,.,"34,399,350","323,422,140","148,712,484",10.64
2015,7,Preliminary,"18,885,657","145,418,214","130,246,512",12.99,"14,154,729","128,447,886","18,064,686",11.02,"6,355,449","85,400,133","836,925",7.44,"67,981","650,135",76,10.46,.,.,.,.,"39,463,816","359,916,367","149,148,199",10.96
2015,8,Preliminary,"18,637,121","144,090,680","129,626,521",12.93,"13,993,159","128,387,422","17,980,932",10.90,"6,293,626","85,891,006","825,351",7.33,"63,831","626,758",75,10.18,.,.,.,.,"38,987,737","358,995,867","148,432,879",10.86
2015,9,Preliminary,"16,319,611","124,992,452","129,913,018",13.06,"13,357,120","122,115,875","18,023,117",10.94,"5,914,451","82,341,999","826,586",7.18,"63,774","617,355",75,10.33,.,.,.,.,"35,654,955","330,067,681","148,762,796",10.80
2015,10,Preliminary,"12,609,918","99,076,289","130,290,827",12.73,"12,057,712","112,760,561","18,053,077",10.69,"5,556,557","80,914,886","826,398",6.87,"63,842","638,468",75,10.00,.,.,.,.,"30,288,029","293,390,204","149,170,377",10.32
2015,11,Preliminary,"11,758,521","92,383,234","129,780,969",12.73,"10,676,837","103,941,631","17,964,381",10.27,"5,029,623","76,377,912","801,397",6.59,"58,672","605,783",75,9.69,.,.,.,.,"27,523,652","273,308,561","148,546,822",10.07
2015,12,Preliminary,"13,718,432","111,033,260","130,864,727",12.36,"10,746,869","106,312,330","18,104,363",10.11,"4,875,489","75,923,122","816,368",6.42,"60,883","621,566",74,9.80,.,.,.,.,"29,401,673","293,890,278","149,785,532",10.00
2015,.,Preliminary,"177,366,907","1,399,883,717","129,820,862",12.67,"143,892,976","1,358,418,664","17,955,347",10.59,"66,087,752","958,563,377","812,708",6.89,"779,243","7,659,194",75,10.17,.,.,.,.,"388,126,877","3,724,524,951","148,588,992",10.42
2016,1,Preliminary,"15,703,417","130,795,492","130,468,339",12.01,"11,009,673","110,333,734","18,008,040",9.98,"4,894,881","76,286,607","799,119",6.42,"62,325","659,179",77,9.45,.,.,.,.,"31,670,296","318,075,012","149,275,575",9.96
2016,2,Preliminary,"14,083,574","115,912,969","130,177,813",12.15,"10,488,018","103,339,954","18,063,683",10.15,"4,742,441","74,291,469","798,861",6.38,"61,667","649,534",80,9.49,.,.,.,.,"29,375,700","294,193,925","149,040,437",9.99
2016,.,Preliminary,"29,786,991","246,708,461","130,323,076",12.07,"21,497,691","213,673,688","18,035,862",10.06,"9,637,322","150,578,075","798,990",6.40,"123,992","1,308,713",79,9.47,.,.,.,.,"61,045,995","612,268,936","149,158,006",9.97
"The sector, Other, was collected from 1990-2002 and the Transportation sector has been collected since 2003.
Customer counts started to be published in 2007.
EIA started collecting data from Puerto Rico in June 2014.",,,,,,,,,,,,,,,,,,,,,,,,,,
